,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
1594,1941,Amethyst Nieves,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Neutral
1595,1025,Miss Vivian Foreman,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Neutral
1596,2968,Miss Wendy Griffin,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,60.00000000000011,Somewhat clean,Very unsafe,Very satisfied
1597,3185,Melodie Stuart,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Somewhat satisfied
1598,3222,Dominic Shannon,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satisfied
1600,1684,Quintessa Tillman,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,275.0,Clean,Somewhat safe,Very satisfied
1601,849,Dr. Christine Nicholson,Tuesday,ALASKA,PORTLAND,West US,Medium     ,Gates 50-59,2018-12-31,112.0,Somewhat clean,Very safe,Somewhat satisfied
1602,9001,Regina Clements,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,135.0,Average,Very safe,Neutral
1603,765,Colleen Harding,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,130.0,Clean,Very safe,Somewhat satisfied
1604,2808,Kaitlin Cochran,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satisfied
1605,2908,Molly Norton,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,165.0,Average,Neutral,Neutral
1607,612,Richard Lott,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,192.0,Clean,Very safe,Somewhat satisfied
1608,2127,Matthew Nguyen,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Somewhat clean,Somewhat unsafe,Somewhat satisfied
1609,1608,Dr. Laith Decker,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Very safe,Very satisfied
1610,2800,Holly Austin,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,155.0,Somewhat clean,Somewhat safe,Neutral
1612,666,Jaden Gray,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1613,768,Germaine Hurley,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,150.0,Clean,Very safe,Very satisfied
1614,3126,Kyle Gay,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,71.9999999999999,Somewhat clean,Somewhat safe,Somewhat satisfied
1615,2011,Zachery Diaz,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Clean,Somewhat safe,Very satisfied
1616,12,Carolyn Hartman,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,80.0,Average,Somewhat safe,Neutral
1618,905,Miss Alana Grant,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satisfied
1619,903,Idola Acosta,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,280.0,Somewhat clean,Very safe,Very satisfied
1620,1117,Dara English,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,405.0,Somewhat clean,Very safe,Very satisfied
1621,1110,Miss Aurora Flores,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,130.0,Clean,Very safe,Very satisfied
1622,1915,Henry Sloan,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1623,1265,Jared Chase,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,215.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1624,815,Xavier Castro,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,140.0,Average,Neutral,Neutral
1625,948,Holmes Fowler,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satisfied
1627,1467,Lucy Noel,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Very satisfied
1628,2094,Kerry Tucker,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,87.0,Clean,Very safe,Very satisfied
1631,2754,Garrison Barrett,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,240.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1632,2553,Stephanie Cannon,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1633,2608,Dr. Charlotte Savage,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,125.0,Average,Somewhat safe,Neutral
1634,3059,Lane Clements,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,275.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1635,1515,Aimee Whitfield,Wednesday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,45.0,Clean,Very safe,Somewhat satisfied
1636,1955,Martena Neal,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1637,974,Xandra Hartman,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1638,527,Meredith Gutierrez,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Neutral
1639,2619,Mr. Kermit Deleon,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Average,Neutral,Very satisfied
1640,437,Derek Terrell,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satisfied
1641,271,Shaeleigh Mccarthy,Thursday,UNITED,LOS ANGELES,West US,    Hub,Gates 70-90,2018-12-31,80.0,Clean,Somewhat safe,Somewhat satisfied
1642,2149,Burke Leon,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,84.9999999999999,Clean,Very safe,Very satisfied
1643,755,Mr. Clinton Holmes,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Very satisfied
1644,2934,Whoopi Tillman,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,15.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
1645,2389,Hamilton Gardner,Wednesday,UNITED INTL,BEIJING,Asia,Hub     ,Gates 91-102,2018-12-31,285.0,Clean,Somewhat safe,Somewhat satisfied
1646,1959,Graiden Bridges,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,84.9999999999999,Somewhat clean,Very safe,Somewhat satisfied
1647,1796,Sheila Robinson,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1648,2189,Cameron Barlow,Wednesday,AER LINGUS,DUBLIN,eur,    Large,Gates 91-102,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satisfied
1649,2667,Kasimir Irwin,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Neutral
1650,1136,Ms. Lilah Chen,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,70.0000000000001,Average,Somewhat safe,Somewhat satisfied
1651,2098,Judith Price,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,159.0,Clean,Very safe,Somewhat satisfied
1652,2818,Dane Barker,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,610.0,Clean,Very safe,Somewhat satisfied
1654,650,Micah Bullock,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,120.0,Average,Very safe,Neutral
1655,1032,Leonard Stevens,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.99999999999979,Somewhat clean,Very safe,Neutral
1656,3019,Ms. Beverly Hampton,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,362.0,Average,Neutral,Somewhat satisfied
1657,3029,Devin Morrison,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Very satisfied
1658,893,Mr. Jordan Cooke,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Very satisfied
1659,2272,Miss Ann Hale,Saturday,UNITED,BAKERSFIELD,West US,    Small,Gates 70-90,2018-12-31,88.0,Somewhat clean,Very safe,Somewhat satisfied
1660,2009,Graiden Riddle,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,205.0,Clean,Somewhat safe,Neutral
1661,1443,Julian Stanley,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,179.0,Clean,Very safe,Very satisfied
1662,1586,Christine Carter,Wednesday,UNITED INTL,HONG KONG,Asia,    Hub,Gates 91-102,2018-12-31,240.0,Clean,Very safe,Very satisfied
1663,1269,Hasad Valentine,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,165.0,Average,Neutral,Somewhat satisfied
1664,733,Bevis Mcdowell,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Neutral
1665,1615,Alec Davis,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satisfied
1666,2139,Dr. Daniel Hood,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,153.0,Clean,Neutral,Somewhat satisfied
1667,361,Ms. Britanney Schmidt,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satisfied
1668,2034,Wanda Jackson,Wednesday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satisfied
1669,260,Quyn Henderson,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Somewhat satisfied
1670,3078,Hammett Duncan,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,230.0,Somewhat clean,Neutral,Somewhat satisfied
1672,1494,Duncan Stark,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satisfied
1673,1809,Jin Shannon,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,70.0000000000001,Somewhat clean,Neutral,Somewhat satisfied
1674,2614,Fulton Meadows,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1675,822,Dr. Malik Hanson,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Very safe,Neutral
1676,225,Laith Espinoza,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Clean,Very safe,Somewhat satisfied
1677,2187,Dr. Jared Holman,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral
1678,1650,Julie Davidson,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satisfied
1679,3270,Dr. Jane Harrell,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Average,Very safe,Somewhat satisfied
1680,2267,Aphrodite Shannon,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,118.0,Somewhat clean,Very safe,Somewhat satisfied
1681,388,Jermaine Randall,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satisfied
1682,2744,Hammett Talley,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,92.0,Somewhat clean,Neutral,Somewhat satisfied
1683,1057,Sasha Riggs,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Somewhat safe,Somewhat satisfied
1684,2192,Dr. Damian Wynn,Thursday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,180.0,Clean,Very safe,Very satisfied
1685,2644,Aidan Macias,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,120.0,Average,Somewhat safe,Somewhat satisfied
1687,1205,Sawyer Hines,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Somewhat safe,Somewhat satisfied
1688,724,Mr. Hector Caldwell,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,227.0,Somewhat clean,Very safe,Somewhat satisfied
1689,2095,Abra Webb,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,139.0,Clean,Very safe,Somewhat satisfied
1690,1318,Stone Price,Tuesday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,140.0,Clean,Neutral,Somewhat satisfied
1691,997,Cheyenne Stout,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1692,1202,Lareina Wall,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,40.0,Average,Neutral,Neutral
1693,1911,Dr. Ella Pena,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral
1695,300,Quintessa Sherman,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,152.0,Somewhat clean,Very safe,Somewhat satisfied
1696,2312,Ishmael Duffy,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1697,3281,Ms. Willa Stuart,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,125.0,Somewhat clean,Very safe,Neutral
1698,830,Gareth Hunt,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,246.0,Somewhat clean,Very safe,Somewhat unsatisfied
1699,2645,Stewart Jacobs,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,120.0,Clean,Very safe,Very satisfied
1701,2866,Ms. Amaya Pate,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,86.9999999999999,Somewhat clean,Very safe,Somewhat satisfied
1702,400,Dr. Xavier Medina,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied
1703,1857,Mr. Marvin Mcneil,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Neutral
1704,357,Imogene Harris,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1705,2615,Abbot Hensley,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,    Hub,Gates 1-12,2018-12-31,245.0,Average,Neutral,Neutral
1706,204,Miss Fiona Velez,Wednesday,AMERICAN,LOS ANGELES,West US,Hub     ,Gates 50-59,2018-12-31,130.0,Average,Very safe,Neutral
1707,2729,Rinah Stephenson,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Very safe,Very satisfied
1708,301,Ms. Olivia Keith,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,94.9999999999999,Average,Somewhat safe,Somewhat satisfied
1709,2198,Vielka Rosario,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Neutral
1710,2492,Lani Sawyer,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,56.0,Somewhat clean,Very safe,Somewhat satisfied
1711,1390,Clayton Sparks,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,165.0,Clean,Very safe,Very satisfied
1712,2509,Oprah Ingram,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,75.0000000000001,Clean,Very safe,Very satisfied
1713,1694,Acton Smith,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,292.0,Clean,Very safe,Very satisfied
1714,1427,Demetria Byrd,Saturday,UNITED,KANSAS CITY,Midwest US,Medium     ,Gates 70-90,2018-12-31,59.99999999999989,Average,Somewhat safe,Neutral
1715,3247,Patience Galloway,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,425.0,Clean,Very safe,Very satisfied
1716,969,Hoyt Alvarez,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Somewhat safe,Neutral
1717,2064,Dara Pennington,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,135.0,Clean,Somewhat safe,Somewhat satisfied
1718,1434,Ebony Davidson,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-01-01,209.0,Clean,Very unsafe,Somewhat satisfied
1719,1066,Brent Rosario,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
1720,267,Melyssa Mayer,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1721,2017,Regan Kelly,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satisfied
1723,1768,Leah Barlow,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1724,1728,Nathan Santos,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,390.0,Somewhat clean,Somewhat safe,Neutral
1725,3049,Uta Mckee,Tuesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,80.0,Clean,Very safe,Very satisfied
1726,1408,Lawrence Gallegos,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,169.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1727,2898,Matthew Edwards,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1728,2511,Xander Wilson,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,120.0,Average,Somewhat safe,Somewhat satisfied
1730,3240,Kelly Pittman,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Very safe,Neutral
1731,4,Brynne Pugh,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub     ,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Neutral
1732,334,Shea Collins,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Somewhat safe,Neutral
1733,3113,Hu Carver,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Average,Very safe,Neutral
1734,1457,Stacey Coleman,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,84.9999999999999,Clean,Very safe,Somewhat satisfied
1735,2652,Kaye Mcgowan,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satisfied
1736,1391,Vivien Cobb,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied
1737,3187,Vaughan Harrison,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,345.0,Somewhat clean,Somewhat safe,Neutral
1738,3056,Porter Hudson,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,245.0,Somewhat clean,Very safe,Very satisfied
1739,2891,Carl Conway,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,210.0,Clean,Very safe,Very satisfied
1740,878,Lyle Bradshaw,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
1741,1808,Hashim Walter,Monday,UNITED INTL,LONDON HEATHROW,eur,Hub     ,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1742,2779,Branden Larson,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,145.0,Clean,Very safe,Very satisfied
1743,604,Idola Ball,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,282.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1744,2449,Camilla White,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Average,Somewhat safe,Somewhat satisfied
1746,1759,Rafael Lowery,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,295.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1747,2396,Victor Leon,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satisfied
1748,1206,Yasir Lynch,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,165.0,Average,Neutral,Somewhat satisfied
1750,2119,Dr. Emerson Woodard,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,160.0,Clean,Very safe,Somewhat satisfied
1751,2015,Dr. Astra Mcneil,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,225.0,Clean,Somewhat safe,Somewhat unsatisfied
1752,2047,Dr. Shafira Marks,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satisfied
1753,2217,Mr. Dominic Smith,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat satisfied
1754,1259,Talon Holder,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,270.0,Somewhat clean,Neutral,Somewhat satisfied
1755,1939,Ivor Wise,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Very satisfied
1756,1555,Carolyn Clay,Wednesday,DELTA,ATLANTA,EAST US,Hub     ,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral
1757,1642,Jerome Ruiz,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Average,Very safe,Somewhat satisfied
1758,2300,Todd Chase,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
1759,1461,Gray Noel,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,340.0,Average,Somewhat safe,Neutral
1760,2206,Ann Sanchez,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,210.0,Clean,Somewhat safe,Somewhat satisfied
1761,1742,Mr. Alec Heath,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Clean,Very safe,Very satisfied
1764,1448,Heidi Terry,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied
1765,1248,Alana Velasquez,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1767,3079,Mr. Jared York,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,193.0,Clean,Somewhat safe,Somewhat satisfied
1768,2962,Abbot Lester,Tuesday,AMERICAN,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1769,567,Dr. Fulton Turner,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral
1770,3246,Dr. Maggie Cortez,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Clean,Neutral,Somewhat satisfied
1771,1627,Ramona Wade,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Somewhat satisfied
1772,1749,Dr. Lynn Thomas,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satisfied
1774,996,Aquila Graham,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,55.0,Somewhat clean,Somewhat safe,Neutral
1775,706,Gareth Marks,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Somewhat clean,Very safe,Very satisfied
1776,1689,Dolan Wolf,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satisfied
